datetime,Open,High,Low,Close,price,total_liquidations,long_liquidations,short_liquidations,liquidation_count,Volume
2024-06-04 16:20:00,71282.91,71282.91,71215.32,71246.96,71238.484,533776.48272,533776.48272,0.0,10,533776.48272
2024-06-04 16:25:00,71207.9,71207.9,71207.9,71207.9,71207.9,4699.721399999999,4699.721399999999,0.0,1,4699.721399999999
2024-06-04 16:30:00,71238.01,71238.01,71164.77,71164.77,71201.39,854.12372,854.12372,0.0,2,854.12372
2024-06-04 16:35:00,71039.43,71192.54,71039.43,71192.54,71129.16333333333,4554.36734,4554.36734,0.0,3,4554.36734
2024-06-04 16:40:00,71250.63,71333.93,71249.27,71323.49,71293.1255,225424.78079000002,225424.78079000002,0.0,20,225424.78079000002
2024-06-04 16:45:00,71322.6,71330.57,71322.6,71330.57,71327.67666666668,2139.8961900000004,2139.8961900000004,0.0,3,2139.8961900000004
2024-06-04 16:50:00,70496.74,71097.09,70443.07,71097.09,70594.29000000001,7128.69148,1208.65053,5920.0409500000005,5,7128.69148
2024-06-04 16:55:00,70496.74,71097.09,70443.07,71097.09,70594.29000000001,0.0,0.0,0.0,0,0.0
2024-06-04 17:00:00,70404.47,70404.47,70377.08,70377.08,70386.88,4153.310240000001,0.0,4153.310240000001,4,4153.310240000001
2024-06-04 17:05:00,70372.88,70372.88,70315.9,70315.9,70339.62666666666,562.74074,0.0,562.74074,3,562.74074
2024-06-04 17:10:00,70307.94,71008.51,70289.58,71008.51,70637.17,29251.955990000002,23417.212050000002,5834.74394,8,29251.955990000002
2024-06-04 17:15:00,70958.09,70995.65,70958.09,70995.65,70976.87,1703.1444000000001,1703.1444000000001,0.0,2,1703.1444000000001
2024-06-04 17:20:00,70958.09,70995.65,70958.09,70995.65,70976.87,0.0,0.0,0.0,0,0.0
2024-06-04 17:25:00,70284.92,70284.92,70249.86,70249.86,70269.015,63106.66052,0.0,63106.66052,4,63106.66052
2024-06-04 17:30:00,70241.39,70241.39,70177.58,70177.58,70206.94833333333,14320.64464,0.0,14320.64464,6,14320.64464
2024-06-04 17:35:00,70291.0,70291.0,70136.91,70136.91,70179.03400000001,60611.25038,0.0,60611.25038,5,60611.25038
2024-06-04 17:40:00,70291.0,70291.0,70136.91,70136.91,70179.03400000001,0.0,0.0,0.0,0,0.0
2024-06-04 17:45:00,70291.0,70291.0,70136.91,70136.91,70179.03400000001,0.0,0.0,0.0,0,0.0
2024-06-04 17:50:00,70955.66,70969.8,70955.66,70969.8,70962.73000000001,30581.91774,30581.91774,0.0,2,30581.91774
2024-06-04 17:55:00,70978.05,71020.59,70978.05,71020.59,71002.515,5183.82855,5183.82855,0.0,6,5183.82855
2024-06-04 18:00:00,70982.13,70982.13,70946.6,70946.6,70964.365,3761.8752400000003,3761.8752400000003,0.0,2,3761.8752400000003
2024-06-04 18:05:00,71029.57,71063.91,71029.57,71063.91,71045.535,9734.469219999999,9734.469219999999,0.0,4,9734.469219999999
